Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC02227,Student_0208,Female,BSc Information Technology,School of Medical Sciences,24.0,Western,300,3575.65,Deferred,0240915529,student0208@ucc.edu.gh
UCC02228,Student_0209,Male ,BCom Accounting,School of Agriculture,26.0,Upper West,200,7880.8,active,0240230627,student0209@ucc.edu.gh
UCC02229,Student_0210,Male ,BSc. Data Science,School of Medical Sciences,26.0,Eastern,100,3120.3,Active,0246578198,student0210@ucc.edu.gh
UCC02230,Student_0211,Male ,BA Econ,School of Medical Sciences,23.0,Volta,200,5327.91,,0249400659,student0211@ucc.edu.gh
UCC02231,Student_0212,male,BEd Mathematics,Faculty of Science and Technology,28.0,Upper East,200,4151.0,withdrawn,0248099996,student0212@ucc.edu.gh
UCC02232,Student_0213,M,BSc Nursing,Faculty of Education,,Northern,300,5444.19,Deferred,0247930212,student0213@ucc.edu.gh
UCC02233,Student_0214,male,BSc Data Science,School of Agriculture,21.0,Bono East,100,4509.51,withdrawn,0245929305,student0214@ucc.edu.gh
UCC02234,Student_0215,Male ,BSc. Data Science,School of Agriculture,18.0,Ahafo,300,5820.88,Deferred,0241344323,student0215@ucc.edu.gh
UCC02235,Student_0216,female,info tech,School of Business,26.0,Western North,300,4320.48,active,0242238873,student0216@ucc.edu.gh
UCC02236,Student_0217,M,,School of Agriculture,22.0,Northern,300,4904.78,Active,0241857375,student0217@ucc.edu.gh
UCC02237,Student_0218,M,info tech,School of Business,17.0,Western North,400,2150.95,Active,0245580040,student0218@ucc.edu.gh
UCC02238,Student_0219,Female,BA Econ,School of Economics,24.0,Western North,300,3150.31,active,0249831287,student0219@ucc.edu.gh
UCC02239,Student_0220,Male ,BSc Data Science,School of Medical Sciences,22.0,Upper West,100,,,0242735349,student0220@ucc.edu.gh
UCC02240,Student_0221,Male ,BA Geography,School of Business,20.0,Oti,300,6619.69,,0248182461,student0221@ucc.edu.gh
UCC02241,Student_0222,Male ,info tech,Faculty of Science and Technology,26.0,North East,300,5918.46,Graduated,0243025176,student0222@ucc.edu.gh
UCC02242,Student_0223,Male ,BSc. Data Science,School of Agriculture,,Ahafo,100,5033.84,Deferred,0242093342,student0223@ucc.edu.gh
UCC02243,Student_0224,,BA Economics,Faculty of Science and Technology,21.0,Upper West,200,6054.58,,0241176082,student0224@ucc.edu.gh
UCC02244,Student_0225,,BCom Accounting,Faculty of Science and Technology,22.0,Oti,300,3583.43,,0242039120,student0225@ucc.edu.gh
UCC02245,Student_0226,Male ,BA Econ,School of Agriculture,26.0,Eastern,200,6585.05,Deferred,0242352517,student0226@ucc.edu.gh
UCC02246,Student_0227,,BSc Agriculture,School of Economics,19.0,Volta,300,4916.34,Graduated,0244052397,student0227@ucc.edu.gh
UCC02247,Student_0228,Male ,BEd Mathematics,School of Medical Sciences,20.0,Oti,300,4514.02,active,0247740887,student0228@ucc.edu.gh
UCC02248,Student_0229,M,BSc Data Science,School of Business,24.0,Upper East,400,6017.78,withdrawn,0242563968,student0229@ucc.edu.gh
UCC02249,Student_0230,male,BSc Agriculture,School of Medical Sciences,24.0,Upper East,100,5946.31,withdrawn,0245152627,student0230@ucc.edu.gh
UCC02250,Student_0231,female,BSc Information Technology,School of Medical Sciences,19.0,Western,100,3096.71,active,0244204992,student0231@ucc.edu.gh
UCC02251,Student_0232,,BSc Information Technology,Faculty of Science and Technology,21.0,Bono East,200,5834.15,withdrawn,0243932550,student0232@ucc.edu.gh
UCC02252,Student_0233,Male ,BEd Mathematics,School of Business,22.0,Western,400,4592.54,active,0243066513,student0233@ucc.edu.gh
UCC02253,Student_0234,female,BSc Information Technology,School of Economics,23.0,Western,300,5132.83,Deferred,0242719108,student0234@ucc.edu.gh
UCC02254,Student_0235,Female,BCom Accounting,School of Medical Sciences,22.0,Western North,400,4305.73,Deferred,0242760575,student0235@ucc.edu.gh
UCC02255,Student_0236,M,BSc Information Technology,School of Agriculture,27.0,Savannah,100,3483.39,Graduated,0248925939,student0236@ucc.edu.gh
UCC02256,Student_0237,female,BCom Accounting,Faculty of Education,22.0,Ashanti,300,3176.25,,0242766405,student0237@ucc.edu.gh
UCC02257,Student_0238,M,BSc Information Technology,Faculty of Science and Technology,27.0,Bono,300,4056.04,active,0245248678,student0238@ucc.edu.gh
UCC02258,Student_0239,F,BSc. Data Science,Faculty of Education,21.0,Upper East,200,5323.06,,0245494431,student0239@ucc.edu.gh
UCC02259,Student_0240,male,BA Geography,School of Economics,17.0,Upper West,400,5105.89,withdrawn,0246677785,student0240@ucc.edu.gh
UCC02260,Student_0241,F,Nursing,School of Economics,31.0,Upper East,300,5043.73,active,0243145653,student0241@ucc.edu.gh
UCC02261,Student_0242,M,Nursing,School of Economics,22.0,Northern,100,5756.3,Active,0243602911,student0242@ucc.edu.gh
UCC02262,Student_0243,,BEd Mathematics,School of Economics,24.0,Central,200,,Graduated,0246428821,student0243@ucc.edu.gh
UCC02263,Student_0244,Female,BSc Data Science,School of Business,18.0,Greater Accra,100,7074.04,Active,0242872343,student0244@ucc.edu.gh
UCC02264,Student_0245,F,BSc. Data Science,Faculty of Education,23.0,Western,200,,Graduated,0241814870,student0245@ucc.edu.gh
UCC02265,Student_0246,M,BSc Data Science,Faculty of Science and Technology,25.0,Upper West,400,3615.67,Graduated,0242982326,student0246@ucc.edu.gh
UCC02266,Student_0247,F,BSc Nursing,Faculty of Education,19.0,Western,200,3193.98,Graduated,0248381186,student0247@ucc.edu.gh
UCC02267,Student_0248,M,,School of Business,22.0,Ashanti,400,5199.09,Active,0244483052,student0248@ucc.edu.gh
UCC02268,Student_0249,male,BA Econ,School of Medical Sciences,22.0,North East,400,4542.26,Graduated,0241387610,student0249@ucc.edu.gh
UCC02269,Student_0250,Female,BA Econ,School of Economics,18.0,Bono,300,3413.08,active,0246947494,student0250@ucc.edu.gh
UCC02270,Student_0251,male,BSc Information Technology,School of Medical Sciences,28.0,Ahafo,400,4610.92,active,0247817672,student0251@ucc.edu.gh
UCC02271,Student_0252,male,BA Economics,School of Economics,16.0,Upper West,200,4138.88,Active,0243646531,student0252@ucc.edu.gh
UCC02272,Student_0253,M,info tech,Faculty of Science and Technology,16.0,North East,200,4267.4,Deferred,0245550519,student0253@ucc.edu.gh
UCC02273,Student_0254,female,BSc Agriculture,School of Economics,23.0,Savannah,300,6428.8,Deferred,0244690482,student0254@ucc.edu.gh
UCC02274,Student_0255,F,info tech,School of Economics,19.0,Savannah,200,5661.49,Active,0241912015,student0255@ucc.edu.gh
UCC02275,Student_0256,,BA Geography,School of Agriculture,25.0,Northern,400,6057.2,Graduated,0247314242,student0256@ucc.edu.gh
UCC02276,Student_0257,F,BSc. Data Science,School of Medical Sciences,21.0,North East,200,6860.38,Graduated,0243461555,student0257@ucc.edu.gh
UCC02277,Student_0258,F,,School of Agriculture,24.0,Ahafo,100,,Graduated,0246248868,student0258@ucc.edu.gh
UCC02278,Student_0259,Female,BSc Agriculture,School of Medical Sciences,18.0,Upper East,100,5102.91,Active,0242606226,student0259@ucc.edu.gh
UCC02279,Student_0260,F,BEd Mathematics,School of Medical Sciences,21.0,Greater Accra,300,5191.93,Graduated,0247304938,student0260@ucc.edu.gh
UCC02280,Student_0261,male,,School of Business,21.0,Greater Accra,400,6131.57,active,0242392264,student0261@ucc.edu.gh
UCC02281,Student_0262,female,BA Geography,School of Economics,30.0,Bono East,200,,Graduated,0244397088,student0262@ucc.edu.gh
UCC02282,Student_0263,F,BEd Mathematics,School of Medical Sciences,21.0,Upper West,300,4095.8,Active,0244011598,student0263@ucc.edu.gh
UCC02283,Student_0264,female,BSc Agriculture,School of Business,,Upper West,300,,Graduated,0242714343,student0264@ucc.edu.gh
UCC02284,Student_0265,M,Nursing,School of Agriculture,26.0,Upper West,400,3509.77,active,0240057634,student0265@ucc.edu.gh
UCC02285,Student_0266,M,BSc Data Science,School of Agriculture,22.0,Upper East,300,4862.08,,0247575739,student0266@ucc.edu.gh
UCC02286,Student_0267,Female,BSc Nursing,Faculty of Science and Technology,23.0,North East,100,3320.62,Active,0241243400,student0267@ucc.edu.gh
UCC02287,Student_0268,F,BEd Mathematics,Faculty of Science and Technology,21.0,Central,300,5236.26,Deferred,0241179351,student0268@ucc.edu.gh
UCC02288,Student_0269,Male ,BEd Mathematics,School of Economics,18.0,Upper West,200,2247.43,Active,0240633181,student0269@ucc.edu.gh
UCC02289,Student_0270,Female,BA Economics,School of Medical Sciences,27.0,Upper East,100,7044.48,withdrawn,0244522544,student0270@ucc.edu.gh
UCC02290,Student_0271,male,BSc Data Science,School of Economics,19.0,Bono East,100,3154.16,Deferred,0244873545,student0271@ucc.edu.gh
UCC02291,Student_0272,Female,BSc Nursing,School of Economics,18.0,Upper West,100,4017.36,Deferred,0247551626,student0272@ucc.edu.gh
UCC02292,Student_0273,F,BSc Agriculture,School of Economics,24.0,Central,200,,Active,0244390719,student0273@ucc.edu.gh
UCC02293,Student_0274,male,BA Econ,School of Business,23.0,Savannah,400,6556.73,withdrawn,0247626041,student0274@ucc.edu.gh
UCC02294,Student_0275,F,BSc Information Technology,School of Economics,26.0,Ashanti,300,4791.31,Deferred,0241261330,student0275@ucc.edu.gh
UCC02295,Student_0276,male,Nursing,School of Agriculture,23.0,Bono East,300,3520.65,,0246302730,student0276@ucc.edu.gh
UCC02296,Student_0277,,BSc Data Science,Faculty of Science and Technology,22.0,Oti,100,4713.44,Graduated,0246748638,student0277@ucc.edu.gh
UCC02297,Student_0278,Male ,BSc Nursing,School of Medical Sciences,25.0,North East,100,4853.76,withdrawn,0245714247,student0278@ucc.edu.gh
UCC02298,Student_0279,Male ,BSc Information Technology,Faculty of Education,17.0,Greater Accra,300,5264.19,withdrawn,0245069003,student0279@ucc.edu.gh
UCC02299,Student_0280,Female,BSc. Data Science,Faculty of Education,22.0,Upper East,200,3486.35,,0248792509,student0280@ucc.edu.gh
UCC02300,Student_0281,M,BSc. Data Science,Faculty of Education,19.0,North East,100,5861.41,,0240545841,student0281@ucc.edu.gh
UCC02301,Student_0282,Female,BSc Nursing,School of Medical Sciences,23.0,Volta,100,4956.02,Active,0240170549,student0282@ucc.edu.gh
UCC02302,Student_0283,F,BA Economics,School of Economics,25.0,Greater Accra,200,6560.15,Active,0248344118,student0283@ucc.edu.gh
UCC02303,Student_0284,Male ,BSc Information Technology,School of Agriculture,23.0,Greater Accra,400,4591.81,Active,0242533446,student0284@ucc.edu.gh
UCC02304,Student_0285,Male ,info tech,School of Medical Sciences,25.0,Savannah,100,4709.45,withdrawn,0246053156,student0285@ucc.edu.gh
UCC02305,Student_0286,Female,BSc Agriculture,School of Medical Sciences,26.0,Greater Accra,400,4601.16,active,0241196822,student0286@ucc.edu.gh
UCC02306,Student_0287,F,Nursing,School of Agriculture,24.0,Western North,200,6302.0,Active,0247186782,student0287@ucc.edu.gh
UCC02307,Student_0288,Female,info tech,School of Business,25.0,Ashanti,300,5621.81,active,0245705278,student0288@ucc.edu.gh
UCC02308,Student_0289,,Nursing,School of Agriculture,28.0,Bono,300,3922.63,Deferred,0244165500,student0289@ucc.edu.gh
UCC02309,Student_0290,Female,Nursing,School of Medical Sciences,31.0,Ahafo,400,8010.49,Graduated,0245537859,student0290@ucc.edu.gh
UCC02310,Student_0291,Female,BSc Nursing,School of Business,22.0,Western,100,4030.26,,0247713005,student0291@ucc.edu.gh
UCC02311,Student_0292,F,BSc Agriculture,Faculty of Science and Technology,19.0,Ashanti,300,4169.84,Graduated,0246478305,student0292@ucc.edu.gh
UCC02312,Student_0293,M,BSc Data Science,School of Business,16.0,Oti,200,5956.58,active,0240133572,student0293@ucc.edu.gh
UCC02313,Student_0294,Male ,BSc Agriculture,Faculty of Education,29.0,Eastern,100,4607.34,,0245213312,student0294@ucc.edu.gh
UCC02314,Student_0295,male,BCom Accounting,School of Business,21.0,Ashanti,400,3506.21,withdrawn,0248989614,student0295@ucc.edu.gh
UCC02315,Student_0296,F,BA Geography,Faculty of Science and Technology,24.0,Ahafo,400,6278.8,Graduated,0247005662,
UCC02316,Student_0297,F,BCom Accounting,School of Medical Sciences,25.0,Western,400,7202.97,active,0249389345,student0297@ucc.edu.gh
UCC02317,Student_0298,F,BA Economics,Faculty of Education,25.0,Western North,400,3569.87,Active,0246461649,student0298@ucc.edu.gh
UCC02318,Student_0299,Female,BSc Nursing,School of Business,22.0,North East,200,6269.35,active,0244583442,student0299@ucc.edu.gh
UCC02319,Student_0300,Female,BA Econ,School of Agriculture,25.0,Northern,300,4206.93,Deferred,0242038193,student0300@ucc.edu.gh
UCC02320,Student_0301,F,BA Geography,School of Economics,24.0,Greater Accra,400,2301.63,,0248871251,student0301@ucc.edu.gh
UCC02321,Student_0302,Male ,BSc. Data Science,School of Agriculture,20.0,Bono,300,5582.15,active,0242035007,student0302@ucc.edu.gh
UCC02322,Student_0303,male,Nursing,School of Medical Sciences,28.0,Western North,300,2554.25,Active,0246664362,student0303@ucc.edu.gh
UCC02323,Student_0304,M,Nursing,Faculty of Education,25.0,Ahafo,400,3923.78,active,0248107539,student0304@ucc.edu.gh
UCC02324,Student_0305,female,BSc Nursing,Faculty of Education,18.0,Bono East,100,4469.97,Active,0248400605,student0305@ucc.edu.gh
UCC02325,Student_0306,Male ,,School of Business,21.0,Upper West,400,4760.51,,0246942210,student0306@ucc.edu.gh
UCC02326,Student_0307,Male ,BSc Data Science,School of Medical Sciences,21.0,Oti,200,6111.79,Active,0247813233,student0307@ucc.edu.gh
UCC02327,Student_0308,,info tech,School of Medical Sciences,21.0,Western,100,4063.97,Deferred,0247225243,student0308@ucc.edu.gh
UCC02328,Student_0309,female,BA Economics,School of Economics,24.0,Savannah,400,6474.94,Deferred,0243184462,student0309@ucc.edu.gh
UCC02329,Student_0310,female,BSc Nursing,School of Economics,27.0,Bono,300,4690.19,Graduated,0245044847,student0310@ucc.edu.gh
UCC02330,Student_0311,F,,Faculty of Education,19.0,Western,300,3496.56,Active,0242518548,student0311@ucc.edu.gh
UCC02331,Student_0312,male,BA Economics,School of Agriculture,21.0,Savannah,100,5513.12,Active,0240218554,student0312@ucc.edu.gh
UCC02332,Student_0313,Male ,BSc Agriculture,Faculty of Education,26.0,Bono,200,6960.17,Active,0243316526,student0313@ucc.edu.gh
UCC02333,Student_0314,Male ,BSc Agriculture,Faculty of Science and Technology,20.0,Ashanti,300,4247.33,Graduated,0248909710,student0314@ucc.edu.gh
UCC02334,Student_0315,M,info tech,Faculty of Education,20.0,Savannah,200,3547.12,withdrawn,0248166090,student0315@ucc.edu.gh
UCC02335,Student_0316,female,BSc Data Science,School of Economics,16.0,Oti,300,4108.06,Deferred,0246532442,student0316@ucc.edu.gh
UCC02336,Student_0317,female,BSc Agriculture,School of Business,25.0,Bono,100,2716.19,Deferred,0245232582,student0317@ucc.edu.gh
UCC02337,Student_0318,Male ,BEd Mathematics,Faculty of Science and Technology,23.0,Savannah,400,5166.96,Active,0240643261,student0318@ucc.edu.gh
UCC02338,Student_0319,female,info tech,Faculty of Education,21.0,Central,300,2937.32,Graduated,0243197243,student0319@ucc.edu.gh
UCC02339,Student_0320,F,BSc Information Technology,School of Economics,17.0,Western,100,5569.84,Active,0244375040,student0320@ucc.edu.gh
UCC02340,Student_0321,M,BA Econ,School of Agriculture,21.0,Bono East,100,4480.35,Deferred,0242582390,student0321@ucc.edu.gh
UCC02341,Student_0322,Male ,,Faculty of Science and Technology,16.0,Ahafo,400,5632.56,,0249167085,student0322@ucc.edu.gh
UCC02342,Student_0323,Female,BCom Accounting,School of Business,22.0,Ahafo,400,4484.58,Graduated,0240336098,student0323@ucc.edu.gh
UCC02343,Student_0324,M,BSc Agriculture,School of Business,29.0,Ahafo,100,5382.8,active,0240920031,student0324@ucc.edu.gh
UCC02344,Student_0325,Female,BA Geography,School of Agriculture,23.0,Upper East,300,3614.84,Deferred,0248021084,student0325@ucc.edu.gh
UCC02345,Student_0326,,,School of Economics,26.0,Oti,200,5134.78,active,0245766829,student0326@ucc.edu.gh
UCC02346,Student_0327,F,Nursing,School of Medical Sciences,27.0,Northern,200,4012.2,withdrawn,0247573029,student0327@ucc.edu.gh
UCC02347,Student_0328,M,BSc Nursing,School of Agriculture,,Northern,400,5531.54,active,0242045873,student0328@ucc.edu.gh
UCC02348,Student_0329,Female,BSc Information Technology,School of Economics,24.0,Northern,300,4627.2,Graduated,0245208752,student0329@ucc.edu.gh
UCC02349,Student_0330,female,BA Economics,School of Economics,16.0,Western,100,6122.73,active,0244861589,student0330@ucc.edu.gh
UCC02350,Student_0331,Male ,BCom Accounting,School of Economics,23.0,Oti,200,4497.7,withdrawn,0240482298,student0331@ucc.edu.gh
UCC02351,Student_0332,M,BCom Accounting,School of Medical Sciences,26.0,Bono East,200,3901.79,Deferred,0242892798,student0332@ucc.edu.gh
UCC02352,Student_0333,male,BEd Mathematics,Faculty of Education,24.0,Bono East,300,4962.6,withdrawn,0242086534,student0333@ucc.edu.gh
UCC02353,Student_0334,Male ,BA Geography,Faculty of Education,21.0,Volta,100,7613.45,Graduated,0246853392,student0334@ucc.edu.gh
UCC02354,Student_0335,M,,School of Business,27.0,Volta,400,6092.88,,0241350172,student0335@ucc.edu.gh
UCC02355,Student_0336,Male ,BSc Data Science,Faculty of Education,26.0,Oti,200,3838.34,,0240121339,student0336@ucc.edu.gh
UCC02356,Student_0337,Female,BSc Data Science,School of Economics,22.0,Greater Accra,300,4795.79,active,0241023541,student0337@ucc.edu.gh
UCC02357,Student_0338,M,BEd Mathematics,School of Agriculture,27.0,Upper West,400,4001.19,active,0243536559,student0338@ucc.edu.gh
UCC02358,Student_0339,M,BSc. Data Science,Faculty of Education,24.0,Bono,300,3755.15,Graduated,0241685755,student0339@ucc.edu.gh
UCC02359,Student_0340,female,Nursing,School of Medical Sciences,17.0,Oti,100,4817.34,Active,0243593950,
UCC02360,Student_0341,M,Nursing,School of Agriculture,24.0,Bono,300,4489.92,Graduated,0246158923,student0341@ucc.edu.gh
UCC02361,Student_0342,male,BSc Nursing,Faculty of Education,20.0,Bono East,400,3550.78,Graduated,0244795722,student0342@ucc.edu.gh
UCC02362,Student_0343,female,BSc Data Science,School of Economics,24.0,Savannah,100,4009.7,withdrawn,0248573486,student0343@ucc.edu.gh
UCC02363,Student_0344,male,BA Economics,Faculty of Education,16.0,Eastern,200,4864.6,withdrawn,0244682239,student0344@ucc.edu.gh
UCC02364,Student_0345,Female,info tech,School of Agriculture,28.0,Ahafo,400,4106.17,Graduated,0246443721,
UCC02365,Student_0346,male,BSc Information Technology,School of Business,26.0,Savannah,300,4781.6,Deferred,0243737481,student0346@ucc.edu.gh
